제목,날짜,내용
[햇반] 매일 콩잡곡밥 2종,2021-06-16,[햇반] 매일 콩잡곡밥 8개입 매번 시키는 마켓컬리 베스트아이템~~~!!
[햇반] 매일 콩잡곡밥 2종,2021-06-16,[햇반] 매일 콩잡곡밥 낱개 가끔 잡곡밥 땡길때 좋아요^^
[햇반] 매일 콩잡곡밥 2종,2021-06-14,[햇반] 매일 콩잡곡밥 8개입 잘먹고있습니다~~~!
[햇반] 매일 콩잡곡밥 2종,2021-06-14,[햇반] 매일 콩잡곡밥 8개입 쟁여놓으니 매우 든든
[햇반] 매일 콩잡곡밥 2종,2021-06-10,낱개로 다양한 종류가 있어서 좋아요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-06-10,[햇반] 매일 콩잡곡밥 8개입 자취생 필수템입니당
[햇반] 매일 콩잡곡밥 2종,2021-06-07,[햇반] 매일 콩잡곡밥 8개입 맛잇네요 거슬리는 맛이 아니에요
[햇반] 매일 콩잡곡밥 2종,2021-06-03,[햇반] 매일 콩잡곡밥 8개입 콩잡곡밥~~~매일 밥하지않아도 돼요
[햇반] 매일 콩잡곡밥 2종,2021-06-03,박스로안파머요큰햇반 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-06-02,나름 비상시에 유용합니다 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-06-02,[햇반] 매일 콩잡곡밥 8개입 늘 쟁여놓고먹는 햇반
[햇반] 매일 콩잡곡밥 2종,2021-06-01,[햇반] 매일 콩잡곡밥 8개입 항상 주문해놓는 제품이에여
[햇반] 매일 콩잡곡밥 2종,2021-05-31,[햇반] 매일 콩잡곡밥 8개입 찰잡곡밥만 구입하다 처음으로 같이 구매해 봅니다. 콩이 있어 건강에 더 좋을것 같아요
[햇반] 매일 콩잡곡밥 2종,2021-05-30,[햇반] 매일 콩잡곡밥 8개입 건강하기위해 구매했습니다ㅎ
[햇반] 매일 콩잡곡밥 2종,2021-05-29,늘 구매해서 먹어요!! 아주 든든합니다!! [햇반] 매일 콩잡곡밥 8개입 감사합니다!!^^
[햇반] 매일 콩잡곡밥 2종,2021-05-28,맛보려고 구매합니다 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-27,[햇반] 매일 콩잡곡밥 8개입 편리하게 맛있게 먹었어요
[햇반] 매일 콩잡곡밥 2종,2021-05-27,[햇반] 매일 콩잡곡밥 낱개 보다제펌도다양하고샌랑리연대
[햇반] 매일 콩잡곡밥 2종,2021-05-26,[햇반] 매일 콩잡곡밥 8개입 자주 즐겨먹는 밥이에요
[햇반] 매일 콩잡곡밥 2종,2021-05-26,[햇반] 매일 콩잡곡밥 8개입 비상용으로 구매합니다
[햇반] 매일 콩잡곡밥 2종,2021-05-26,흰쌀밥만 시켜먹다 잡곡밥 먹으니 더 맛있네요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-25,[햇반] 매일 콩잡곡밥 8개입 건강을 위해 구매했어요
[햇반] 매일 콩잡곡밥 2종,2021-05-24,[햇반] 매일 콩잡곡밥 8개입 저렴하게 구입했어요 급할 때 꺼내 먹는데 괜찮네요
[햇반] 매일 콩잡곡밥 2종,2021-05-23,병아리콩 양이 적긴 해요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-23,아직 시식 전이예요 세일 하길래 구매한 것도 있고 비상식량으로 구매했어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-21,콩이 있어서 더 좋아요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-05-20,[햇반] 매일 콩잡곡밥 8개입 건강하고 맛있을듯요
[햇반] 매일 콩잡곡밥 2종,2021-05-20,[햇반] 매일 콩잡곡밥 8개입 사드렸는데 편하다고 잘드시네요
[햇반] 매일 콩잡곡밥 2종,2021-05-20,[햇반] 매일 콩잡곡밥 낱개 비상용으로 간편용으로 구입
[햇반] 매일 콩잡곡밥 2종,2021-05-20,점점 게을러지네요 정말 밥없을때 굿입니다 괜찮아요  요즘 왜 밥하기가 싫은지 ? [햇반] 매일 콩잡곡밥 8개입 하지만 게을러 지는건 사실~^^
[햇반] 매일 콩잡곡밥 2종,2021-05-19,콩을 워낙에 좋아해서 자주 구매합니다. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-19,[햇반] 매일 콩잡곡밥 8개입 밥이 쫀득하고 잡곡이랑 콩들어가서 좋아요 건강에 좋을것같아요
[햇반] 매일 콩잡곡밥 2종,2021-05-18,항상 급할 때 먹는 햇반이에야 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-17,[햇반] 매일 콩잡곡밥 8개입 콩들어있너서 시켜봤어여 다른마트엔 없던데 좋네요
[햇반] 매일 콩잡곡밥 2종,2021-05-16,[햇반] 매일 콩잡곡밥 8개입 흰 햇반만 먹다가 시켜봣는ㄷㅔ 이게 더 좋으네요
[햇반] 매일 콩잡곡밥 2종,2021-05-16,첫 퍼플백에 구매 햇는데 비상 식량으로 구매 점심 아보카도 비빔밥햇는데 비벼서 맛을 디테일하게는 모르겟고 일단 맛은잇네요 ^^ 오려 버려야되요 ㅠ 별로 편한걸 못느끼 겟어요ㅠ 큰 비닐봉투 버리기도 힘들어요 비닐에 송장 가위로 [햇반] 매일 콩잡곡밥 8개입 종박스 개수는 줄엇지마
[햇반] 매일 콩잡곡밥 2종,2021-05-15,병아리 콩이 조금 들어가 있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-15,좋아하는 콩이 들어있어 좋아요. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-14,[햇반] 매일 콩잡곡밥 8개입 비상용으로 늘 구비 ㅇ
[햇반] 매일 콩잡곡밥 2종,2021-05-14,[햇반] 매일 콩잡곡밥 8개입 건강식/간편식 햇반 추천합니다
[햇반] 매일 콩잡곡밥 2종,2021-05-14,잘 먹을게요..... [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-05-13,[햇반] 매일 콩잡곡밥 8개입 간단히 전자렌지 돌리고 편해요
[햇반] 매일 콩잡곡밥 2종,2021-05-13,먹을수 있는 잡곡밥 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-12,딱 한그릇 필요할 때 딱이에요 자주 구입합니다 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-12,[햇반] 매일 콩잡곡밥 8개입 삿는데 아직 안먹었어요 압력밥솥밥에 맛들여서 ㅠ
[햇반] 매일 콩잡곡밥 2종,2021-05-12,[햇반] 매일 콩잡곡밥 8개입 간편해서 좋고 맛있어요~ 양도 적당해요
[햇반] 매일 콩잡곡밥 2종,2021-05-11,가장 맛있습니다. 강추예요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-05-11,[햇반] 매일 콩잡곡밥 8개입 햇반중에 가장 맛있게 먹고있어요
[햇반] 매일 콩잡곡밥 2종,2021-05-11,부드러운 식감의 잡곡밥이네요. 거칠지 않고 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-05-10,[햇반] 매일 콩잡곡밥 낱개 사서 먹어요 감사합니당
[햇반] 매일 콩잡곡밥 2종,2021-05-10,두 식구 밖에 없어서 이거 시켜 먹어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-05-09,[햇반] 매일 콩잡곡밥 8개입 저는 더 맛있더라구요ㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2021-05-09,[햇반] 매일 콩잡곡밥 8개입 여행가서 잘먹었어용
[햇반] 매일 콩잡곡밥 2종,2021-05-06,[햇반] 매일 콩잡곡밥 8개입 맛있게 잘 먹었습니다~~ㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2021-05-06,[햇반] 매일 콩잡곡밥 8개입 건강 생각해서 시켰어요. 흰쌀밥보단 낫겠죠ㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2021-05-05,[햇반] 매일 콩잡곡밥 8개입 맛있어서 계속 재구매 중입니다
[햇반] 매일 콩잡곡밥 2종,2021-05-04,[햇반] 매일 콩잡곡밥 8개입 항상 구매하는 제품입니다
[햇반] 매일 콩잡곡밥 2종,2021-05-01,떨어져서 비상용으로 구먀 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-04-30,다 떨어져서 급해서 샀어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-30,[햇반] 매일 콩잡곡밥 낱개 찰지고 맛있습니다^^
[햇반] 매일 콩잡곡밥 2종,2021-04-29,다양한 종이밥들... [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-27,맛 괜찮아요. 콩 부드러움 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-26,간편하게잡곡밥맛있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-26,[햇반] 매일 콩잡곡밥 8개입 먹는게 차라리 폭식안하는것 같아서 샀음
[햇반] 매일 콩잡곡밥 2종,2021-04-26,병아리콩이 들어있는잡곡밥이어서~ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-25,매일 먹는 밥 최고예요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-04-25,[햇반] 매일 콩잡곡밥 낱개 맛잇어요 이왕 먹을거ㅎㅎㅎ건강하게 콩잡곡밥으로 ㅋㅋㅋ
[햇반] 매일 콩잡곡밥 2종,2021-04-23,안전하게 배송왔구요. 매일 쌀밥 먹다가 콩밥으로 시켜봤어요. [햇반] 매일 콩잡곡밥 8개입 잘먹겠습니다.
[햇반] 매일 콩잡곡밥 2종,2021-04-22,[햇반] 매일 콩잡곡밥 8개입 좋을듯요~아직 먹어보진 못했네요
[햇반] 매일 콩잡곡밥 2종,2021-04-21,햇반 최고에요 잘 먹을께요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-04-21,[햇반] 매일 콩잡곡밥 낱개 맛있어서 가끔 구매해요^^
[햇반] 매일 콩잡곡밥 2종,2021-04-21,[햇반] 매일 콩잡곡밥 8개입 두번째구입했어요 맛있어요
[햇반] 매일 콩잡곡밥 2종,2021-04-20,아이가 졸라서 비상용으로 구매했어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-20,[햇반] 매일 콩잡곡밥 8개입 콩잡곡 첨먹는데 병아리콩 조아해욥
[햇반] 매일 콩잡곡밥 2종,2021-04-19,[햇반] 매일 콩잡곡밥 8개입 급할때 좋아요 이게젤 나아요저는
[햇반] 매일 콩잡곡밥 2종,2021-04-18,[햇반] 매일 콩잡곡밥 8개입 건강을 위해 구매합니다.
[햇반] 매일 콩잡곡밥 2종,2021-04-18,맛난콩밥?늘삽니다 ? 팬트리에항상 사놓고 먹어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-17,좋아요 맛있어요 굿굿 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-16,맛있고 간편해서 좋아요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-15,[햇반] 매일 콩잡곡밥 8개입 발아현미밥 먹다가 병아리콩 잡곡으로 재구매 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-04-12,원래 잡곡밥 좋아하는편이라 알맞게 잘라서 밥알크기랑 어울리게 들어가있네요 병아리콩 큰거 그대로 들어갔는줄 알았는데 [햇반] 매일 콩잡곡밥 낱개 잡곡밥 맛있네요
[햇반] 매일 콩잡곡밥 2종,2021-04-12,[햇반] 매일 콩잡곡밥 낱개 비상용 입니다. 밥 부족대비용으루
[햇반] 매일 콩잡곡밥 2종,2021-04-10,항상 있어야죠. 든든해요. 백미보단 잡곡으로 건강도 챙기고 좋아요. 이번엔 혼자사시는 아버지 주문해드렸어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-10,[햇반] 매일 콩잡곡밥 8개입 항상 있어야죠. 든든해요. 백미보단 잡곡으로 건강도 챙기고 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-04-06,햇반은콩잡곡밥이 맛있네요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-04-05,이제라도 먹기 시작해서 너무 좋아요!!^^ 이렇게 맛있는걸 진작 왜 안먹었을까요?? [햇반] 매일 콩잡곡밥 낱개 잡곡은 좋아하는데 콩은 별로야 라고 늘 빼놓고 먹기 일수였는데..
[햇반] 매일 콩잡곡밥 2종,2021-04-05,[햇반] 매일 콩잡곡밥 8개입 햇반 콩 잡곡밥 건강을 생각해서...
[햇반] 매일 콩잡곡밥 2종,2021-04-05,늘 라면과 비상 대기중인 햇반 ㅎ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-04-03,[햇반] 매일 콩잡곡밥 8개입 급할때 요긴 싸네요
[햇반] 매일 콩잡곡밥 2종,2021-04-02,[햇반] 매일 콩잡곡밥 8개입 더 큰 사이즈도 원해요
[햇반] 매일 콩잡곡밥 2종,2021-04-01,[햇반] 매일 콩잡곡밥 8개입 콩 좋아하는데 콩만 들어있어서 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-31,[햇반] 매일 콩잡곡밥 8개입 비상용 햇반임니다 ㅎ
[햇반] 매일 콩잡곡밥 2종,2021-03-30,[햇반] 매일 콩잡곡밥 낱개 콩이 많아서 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-30,묶음은 계속 품절이네요ㅠ 낱개로 구매해요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-31,"또한, 어렵게 시간내어 문의 주셨을텐데, 고객 응대 지연으로 많은 불편함을 끼쳐드려 죄송합니다. 감사합니다. 마켓컬리 입니다.  상품 페이지 하단에 '구매하기' 버튼을 누르신 뒤 확인 할 수 있는 """"종모양 재입고 알림""""을 클릭시에 재입고알람 설정 및 입고시 고객님께 바로 안내드리고 있는 점 쇼핑에 참고 부탁드립니다. 답변드린 내용을 통해 궁금하신 사항이 해결 되셨길 바라며 Love food, Love life! 추가적으로 컬리는 고객님의 편의를 위해 상품 입고시에 고객님께 알람을 드리고 있습니다. 늘 신선하고 풍요로운 식탁이 될 수 있도록 컬리가 함게 하겠습니다. 먼저, 품절로 인해 쇼핑에 불편함을 드려 죄송합니다. 문의주신 상품은 정기입고 상품이 아닌 공급사와의 협의롤 통해 입고되고 있는 관계로 정확한 입고일정 안내가 어려운 점 양해 부탁드립니다. 마켓컬리 드림. 안녕하세요. 고객님"
[햇반] 매일 콩잡곡밥 2종,2021-03-30,콩이 좀 더 들었으면 더 좋았을 텐데 아쉬워요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-29,콩 잡곡이라 콩이 많을 줄 알았는데 적어서 좋아요 ㅋㅋ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-27,[햇반] 매일 콩잡곡밥 8개입 많이좀 들여놓을 수 없나? 신선식품도 아닌데
[햇반] 매일 콩잡곡밥 2종,2021-03-29,"재입고 알림 신청 후 상품이 입고되면 고객님께 알림톡을 통해 안내 드리고 있으니 해당 서비스를 통해 재입고 안내를 받아보시길 바라겠습니다. 감사합니다. 마켓컬리 드림 상품은 정기 입고 상품이 아닌 경우 공급사와의 협의를 통해 입고 시기를 조정하기 때문에 정확한 재입고 일시에 대해 정확한 안내가 어려운 점 양해 부탁드립니다. APP: 상품 선택 > 재입고 알림 신청 늘 신선하고 최상의 상품을 통해 풍요로운 식탁이 되실 수 있도록 컬리가 함께하겠습니다. 안녕하세요, 고객님 컬리에서 고객님의 편의를 위해 상품 입고 시 고객님께 알람을 드리는 서비스를 제공하고 있습니다. 답변드린 내용을 통해 궁금하신 사항이 해결 되셨길 바라며, WEB/PC: 상품 페이지 > 재입고 알림 신청 마켓컬리 입니다."
[햇반] 매일 콩잡곡밥 2종,2021-03-26,건강한 밥이에요ㅛ ㅋㅋ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-26,[햇반] 매일 콩잡곡밥 8개입 ㄱㄷㅅㅇㄹㄱㅈㅂㄷㅇ
[햇반] 매일 콩잡곡밥 2종,2021-03-25,[햇반] 매일 콩잡곡밥 8개입 잡곡 밥이 먹고 싶을 때 간편히 먹을 수 있어서 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-25,[햇반] 매일 콩잡곡밥 8개입 햇반 다른회사 제품도 많이 나오지만 오리지날을 못따라가는듯요~요즘 집에서 밥먹는 날이 많아 떨어지기전에 준비해놓게 되네요.
[햇반] 매일 콩잡곡밥 2종,2021-03-24,[햇반] 매일 콩잡곡밥 8개입 늘 이용해요. 조아요
[햇반] 매일 콩잡곡밥 2종,2021-03-24,그치만 밥은 역시 맛있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-23,[햇반] 매일 콩잡곡밥 8개입 아직안먹어봐서 잘모르겟어요
[햇반] 매일 콩잡곡밥 2종,2021-03-23,잡곡이지만 부드럽고 맛있어요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-22,맨날 시키는거 ㅎㅎ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-21,좋아요 !!!!!! [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-21,[햇반] 매일 콩잡곡밥 8개입 일전에도 옆집 배송이 잘못된거 보고 직접 연락드려서 바로잡아준적있는데 이번엔 내가 당했네요 폐쇄된 입구에 던져놓고 가시는 통에 건물 주변을 물건찾아 삼만리했어요 결국 찾았지만 페쇄된 게이트라 차타고 건물 한바퀴돌구 길거리에 불법 정차하고 찾아서 왔어요 전화상담원이야 본인 잘못아니고 죄송하다고 했지만 그럼 끝인가요? 알아서 찾아가란거니 ... 진짜 마켓컬리 배송은 문제가 많습니다
[햇반] 매일 콩잡곡밥 2종,2021-03-22,"다시 한 번 고객님께 좋은 경험을 드리지 못해 죄송한 마음을 전하며 감사합니다. 마켓컬리 드림. 고객님의 불편하셨던 사항은 고객행복센터를 통해 문의 주신 점 확인하였습니다. 고객님의 소중한 후기는 각 유관부서에 전달하여 더욱 좋은 상품으로 찾아 뵐 수 있도록 최선을 다해 노력 하겠습니다. 안녕하세요, 고객님. 마켓컬리 입니다. 먼저 구매하신 상품에 아쉬운 후기를 확인하여 고객님께 만족스러운 상품을 전달드리지 못한 것 같아 죄송합니다."
[햇반] 매일 콩잡곡밥 2종,2021-03-21,[햇반] 매일 콩잡곡밥 8개입 비상용으로 자주 구매해요!!
[햇반] 매일 콩잡곡밥 2종,2021-03-20,[햇반] 매일 콩잡곡밥 8개입 콩잡곡밥ㅣㅇ라 더 맛있음
[햇반] 매일 콩잡곡밥 2종,2021-03-19,잡곡밥이지만 너무 매트하지않고 부드러우면서도 밥맛이 좋아 자주 구매하고 있어요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-18,[햇반] 매일 콩잡곡밥 8개입 꼭 있어야하는 필수품입니다
[햇반] 매일 콩잡곡밥 2종,2021-03-18,[햇반] 매일 콩잡곡밥 8개입 자취하는데 건강한 밥 먹는다고
[햇반] 매일 콩잡곡밥 2종,2021-03-18,[햇반] 매일 콩잡곡밥 8개입 맛잇네용~비상용으로~~너무좋네용^^
[햇반] 매일 콩잡곡밥 2종,2021-03-18,오뚜기 이용하다가 품절이라서 구매했는데 포장지 벗기기힘듬 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-17,콩잡곡밥 즉석밥 맛있어요. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-17,궁금해서 시켜봤어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-16,[햇반] 매일 콩잡곡밥 8개입 잡곡밥 좋으네요~~
[햇반] 매일 콩잡곡밥 2종,2021-03-15,[햇반] 매일 콩잡곡밥 8개입 2인 가족이라 비상용으로 구비해놔요
[햇반] 매일 콩잡곡밥 2종,2021-03-14,[햇반] 매일 콩잡곡밥 8개입 늘 먹고 있습니다 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-14,[햇반] 매일 콩잡곡밥 8개입 너무 맛있게 잘 먹었습니다
[햇반] 매일 콩잡곡밥 2종,2021-03-14,[햇반] 매일 콩잡곡밥 8개입 콩이 든 잡곡은 처음 구매··맛있기를
[햇반] 매일 콩잡곡밥 2종,2021-03-13,그야말로 비상용으로 구매. 맛 괜찮아요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-11,[햇반] 매일 콩잡곡밥 8개입 자주구매했어요 ㅎㅎ 제품들이 흙인지 먼지인지 항상 뭍어와요 대부분 이런거빼곤 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-11,[햇반] 매일 콩잡곡밥 낱개 과대포장이 아니면 더좋았겠습니다
[햇반] 매일 콩잡곡밥 2종,2021-03-11,[햇반] 매일 콩잡곡밥 낱개 편하고 좋은데 세일을 좀 해줬음 좋겠어요
[햇반] 매일 콩잡곡밥 2종,2021-03-11,[햇반] 매일 콩잡곡밥 낱개 맛있을것같아요 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-03-10,[햇반] 매일 콩잡곡밥 8개입 저렴하게 잘샀어요
[햇반] 매일 콩잡곡밥 2종,2021-03-10,[햇반] 매일 콩잡곡밥 8개입 재구매합니다~~ 괜찮네요
[햇반] 매일 콩잡곡밥 2종,2021-03-09,[햇반] 매일 콩잡곡밥 8개입 맛있어요 언제나 진리에요
[햇반] 매일 콩잡곡밥 2종,2021-03-09,[햇반] 매일 콩잡곡밥 8개입 잡곡밥이 번들이 없어 요번엔 콩잡곡밥으로 시켜봣는데용~맛잇을꺼같아용^^
[햇반] 매일 콩잡곡밥 2종,2021-03-09,콩이 섞여있어서 훨씬 건강한 느낌이에요 도시락 만들 때 뚝딱 재료준비하기 좋더라구요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-08,콩도 쪼개져있어서 부담스럽지 않고 [햇반] 매일 콩잡곡밥 8개입 잡곡밥 먹을 수 있으니 가성비 좋아요.
[햇반] 매일 콩잡곡밥 2종,2021-03-08,[햇반] 매일 콩잡곡밥 8개입 간편하게 뚝딱쓰 해결
[햇반] 매일 콩잡곡밥 2종,2021-03-08,비상식량으로 좋네요~ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-08,[햇반] 매일 콩잡곡밥 8개입 바쁠땐 햇반이 최고
[햇반] 매일 콩잡곡밥 2종,2021-03-07,[햇반] 매일 콩잡곡밥 8개입 흑미 억다가 주문해봤어요 괜찮아요
[햇반] 매일 콩잡곡밥 2종,2021-03-07,[햇반] 매일 콩잡곡밥 8개입 백미보다는 콩잡곡밥이 건강에 좋죠ㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2021-03-06,잘 먹었습니다 잡곡도 맛있네요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-06,[햇반] 매일 콩잡곡밥 8개입 콩콩콩 좋아하는 사람 강추
[햇반] 매일 콩잡곡밥 2종,2021-03-06,먹는데 찰지고맛있어요 가끔 잡곡밥 먹고싶을때 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-05,[햇반] 매일 콩잡곡밥 8개입 한끼식사 적당하고 맛있어요
[햇반] 매일 콩잡곡밥 2종,2021-03-05,[햇반] 매일 콩잡곡밥 8개입 가끔 사먹어요~ 배미보다 훨씬 좋네요~
[햇반] 매일 콩잡곡밥 2종,2021-03-05,[햇반] 매일 콩잡곡밥 8개입 잡곡밥을 매번 해줄수가 없어서 구매했어요. 좋네요
[햇반] 매일 콩잡곡밥 2종,2021-03-05,밥이 떨어지기 전에 늘 구매하는데 콩추가 잡곡밥 너무 맛있어요!!^^ 감사합니다~~^^ 병아리콩은 건강 입니다!! [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-05,밥 안해도 되고 편해요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-04,고소하고 밥 맛있어서 자주 구매합니다^^ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-04,[햇반] 매일 콩잡곡밥 8개입 편하긴 이만한게 없즁
[햇반] 매일 콩잡곡밥 2종,2021-03-04,[햇반] 매일 콩잡곡밥 8개입 잡곡밥 맛있고 좋아용
[햇반] 매일 콩잡곡밥 2종,2021-03-03,[햇반] 매일 콩잡곡밥 8개입 잡곡밥을 먹을수 있어서 좋아요~~^^
[햇반] 매일 콩잡곡밥 2종,2021-03-03,이거 맛있네요 ㅎ 재구매할께요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-03-03,국내산 재료기도 하고 [햇반] 매일 콩잡곡밥 8개입 콩잡곡밥 맛있어요
[햇반] 매일 콩잡곡밥 2종,2021-03-02,[햇반] 매일 콩잡곡밥 8개입 흰쌀밥 대신 먹기 좋네요
[햇반] 매일 콩잡곡밥 2종,2021-03-02,사보는데 맛있을것같습니다 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-03-02,[햇반] 매일 콩잡곡밥 8개입 콩잡곡밥으로는 처음 구매해봐여
[햇반] 매일 콩잡곡밥 2종,2021-02-27,콩잡곡밥이 맛있네요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-27,[햇반] 매일 콩잡곡밥 8개입 아직 안먹어봤음요 ㅋ
[햇반] 매일 콩잡곡밥 2종,2021-02-27,[햇반] 매일 콩잡곡밥 낱개 매일 콩잡곡밥 잘 받았어요
[햇반] 매일 콩잡곡밥 2종,2021-02-27,[햇반] 매일 콩잡곡밥 8개입 영영 고여해서 주문했습니다
[햇반] 매일 콩잡곡밥 2종,2021-02-27,처음 먹어보는데 맛있네요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-27,[햇반] 매일 콩잡곡밥 8개입 콩잡곡은 처음인데 부드러워요
[햇반] 매일 콩잡곡밥 2종,2021-02-26,[햇반] 매일 콩잡곡밥 8개입 항상 비상용으로 챙겨두는데 기왕이면 잡곡으로 사봤어요
[햇반] 매일 콩잡곡밥 2종,2021-02-26,[햇반] 매일 콩잡곡밥 8개입 흰쌀밥 싫어하는데 간편하게 먹기 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-02-26,쟁여놓습니다 개인적으로 제일 나은듯해요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-26,[햇반] 매일 콩잡곡밥 8개입 마켓컬리에서 햇반도 사고 편하네요
